"unit","group_name_partner","date_and_time","borough","locationtype","location","event_name","event_type","category","classification","attendance","audience"
"Recreation","Jeslyn galarza and Troy Basso","2020-08-05T10:00:00.000","Bronx","Playground","St. Mary's Park West","Trap & Spin","Open House","Fitness","Fitness","8","Young Adult;#Adults"
"Recreation",,"2020-08-05T14:00:00.000","Bronx","Playground","P.O. Serrano Playground",,"Community Based Event","Sport","Summer 2020","0","Children;#Teens"
"Recreation",,"2018-07-26T20:00:00.000","Brooklyn","Park","Wingate Park","Movies Under the Stars : Star Wars The Last Jedi","Community Based Event","Mobile Unit","Movies","112","General Public"
"Recreation",,"2020-08-05T10:30:00.000","Bronx","Playground","Playground 52 LII",,"Community Based Event","Arts/Culture","Summer 2020","0","Tot;#Children"
"Recreation",,"2020-08-05T09:00:00.000","Bronx","Playground","St. Mary's Recreation Center","Skills & Drills","Community Based Event","Sport","Summer 2020","2","Teens"
"Urban Park Rangers","General Public","2020-07-20T10:10:00.000","Bronx","Park","Mullaly Park","Nature Sketching","Agency Produced Event","Nature","Summer 2020","0","General Public"
"Recreation",,"2020-08-05T09:00:00.000","Bronx","Park","St. Mary's Park","Cardio + Strength","Community Based Event","Fitness","Fitness","4","Teens;#Children"
"Urban Park Rangers","General Public","2020-07-20T15:45:00.000","Bronx","Playground","Cedar Playground","Nature Sketching","Agency Produced Event","Nature","Summer 2020","0","General Public"
"Urban Park Rangers","General Public","2020-07-26T11:00:00.000","Bronx","Park","Seton Park","Animal Heads-Up","Agency Produced Event","Nature","Summer 2020","0","General Public"
"Urban Park Rangers","General Public","2020-07-27T10:00:00.000","Bronx","Park","Macombs Dam Park","Ranger Activity","Agency Produced Event","Nature","Summer 2020","0","General Public"
"Recreation",,"2020-08-04T09:00:00.000","Bronx","Park","St. Mary's Park","Cardio + Strength","Community Based Event","Fitness","Tier 1","0","Children;#Teens"
"Recreation",,"2020-08-05T00:00:00.000","Bronx","Park","St. Mary's Park",,"Community Based Event","Sport","Tier 1","4","Teens;#Children"
"Urban Park Rangers","General Public","2020-07-26T11:20:00.000","Bronx","Park","Henry Hudson Park","Animal Heads-Up","Agency Produced Event","Nature","Summer 2020","0","General Public"
"Recreation",,"2018-07-24T20:30:00.000","Bronx","Park","Franz Sigel Park","Movies Under The Stars: Captain Underpants","Community Based Event","Mobile Unit","Movies","14","General Public"
"Recreation",,"2020-08-03T09:00:00.000","Bronx","Park","St. Mary's Park","Cardio + Strength","Community Based Event","Fitness","Fitness","2","Teens;#Children"
"Recreation",,"2020-08-03T11:00:00.000","Bronx","Park","St. Mary's Park","Skills and Drills","Community Based Event","Sport","Tier 1","2","Children;#Teens"
"Urban Park Rangers","General Public","2020-07-27T10:25:00.000","Bronx","Park","Mullaly Park","Ranger Activity","Agency Produced Event","Nature","Summer 2020","0","General Public"
"Urban Park Rangers","General Public","2020-07-27T10:10:00.000","Bronx","Park","Franz Sigel Park","Ranger Activity","Agency Produced Event","Nature","Summer 2020","0","General Public"
"Recreation",,"2020-07-20T09:00:00.000","Bronx","Park","St. Mary's Park","Cardio + Strength","Community Based Event","Fitness",,"8","Children;#Teens"
"Urban Park Rangers","General Public","2020-07-27T10:35:00.000","Bronx","Playground","Mott Playground","Ranger Activity","Agency Produced Event","Nature","Summer 2020","0","General Public"
"Recreation",,"2020-07-21T00:00:00.000","Bronx","Park","St. Mary's Park","Skills and Drills","Community Based Event","Sport","Tier 1","11","Children;#Teens"
"Recreation",,"2020-07-21T09:00:00.000","Bronx","Park","St. Mary's Park","Cardio + Strength","Community Based Event","Fitness","Fitness","11","Children;#Teens"
"Urban Park Rangers","General Public","2020-08-05T15:45:00.000","Staten Island","Playground","Lt. Lia Playground","Leaf Rubbings","Community Based Event","Nature","Summer 2020","2","General Public"
"Urban Park Rangers","General Public","2020-08-05T15:15:00.000","Staten Island","Park","Levy Park","Leaf Rubbings","Community Based Event","Nature","Summer 2020","5","General Public"
"Recreation",,"2018-05-26T20:15:00.000","Bronx","Park","Crotona Park","Movies Under The Stars: Coco","Community Based Event","Mobile Unit","Movies","43","General Public"
"Urban Park Rangers","General Public","2020-08-05T14:30:00.000","Manhattan","Park","Marcus Garvey Park","Do you think there was a tornado?","Community Based Event","Nature","Summer 2020","10","General Public"
"Recreation",,"2020-07-20T11:00:00.000","Bronx","Park","St. Mary's Park","Skills and Drills","Community Based Event","Sport",,"8","Children;#Teens"
"Urban Park Rangers","General Public","2020-08-05T16:00:00.000","Manhattan","Park","Marcus Garvey Park","I'll call it Mother Nature","Community Based Event","Nature","Summer 2020","6","General Public"
"Recreation","Andrea Williams","2020-08-05T12:00:00.000","Brooklyn","Playground","Linden Park","Mobile Recreation","Community Based Event","Sport",,"8","Children;#Teens;#General Public"
"Urban Park Rangers","General Public","2020-08-05T11:00:00.000","Manhattan","Park","Inwood Hill Park","Mushroom Kingdom","Local Event","Nature","Summer 2020","2","General Public"
"Recreation","Andrea Williams","2020-08-05T10:00:00.000","Brooklyn","Playground","Hilltop Playground","Mobile Recreation","Community Based Event","Sport",,"5","Children;#Teens"
"Recreation",,"2020-08-03T11:00:00.000","Staten Island","Playground","De Matti Playground","Hula Hoop Fitness","Community Based Event","Fitness","Summer 2020","2","Children;#Teens"
"Recreation","Arasely Caraballo","2020-08-05T15:30:00.000","Bronx","Park","Williamsbridge Oval Park","Fitness Challenge - Bingo","Community Based Event","Academic/Out of School time","Summer 2020","20","Children"
"Recreation","Sarah Bishow-Semevolos","2020-07-30T15:30:00.000","Bronx","Park","Williamsbridge Oval Park","Beading","Community Based Event","Arts/Culture","Summer 2020","17","Children;#Tot"
"Recreation",,"2020-08-04T10:00:00.000","Bronx","Park","Williamsbridge Oval Park","Pickleball","Community Based Event","Sport","Summer 2020","0","Seniors;#Adults"
"Recreation",,"2018-07-25T20:30:00.000","Bronx","Park","Tremont Park","Movies Under The Stars: Despicable Me 3","Community Based Event","Mobile Unit","Movies","0","General Public"
"Recreation",,"2020-08-03T13:00:00.000","Staten Island","Playground","De Matti Playground","Sports Drills","Community Based Event","Fitness","Summer 2020","7","Teens;#Children"
"Recreation","sarah","2020-08-27T10:00:00.000","Bronx","Park","Williamsbridge Oval Park","Circuit Training","Community Based Event","Fitness","Summer 2020","10","Adults;#Seniors"
"Recreation",,"2020-08-04T13:00:00.000","Staten Island","Playground","De Matti Playground","Walk-a-thon","Community Based Event","Fitness","Summer 2020","0","Children"
"Recreation",,"2020-08-04T15:30:00.000","Bronx","Park","Williamsbridge Oval Park","Pickleball Youth","Community Based Event","Sport","Summer 2020","0","Children"
"Recreation",,"2020-08-04T11:00:00.000","Staten Island","Playground","De Matti Playground","Arts and Crafts","Community Based Event","Arts/Culture","Summer 2020","0","Children"
"Recreation",,"2020-08-03T15:00:00.000","Staten Island","Playground","De Matti Playground","Hula Hoop Fitness","Community Based Event","Fitness","Summer 2020","0","Children;#Teens"
"Recreation",,"2020-08-04T15:00:00.000","Staten Island","Playground","De Matti Playground","Arts and Crafts","Community Based Event","Arts/Culture","Summer 2020","0","Children"
"Recreation",,"2020-08-05T11:00:00.000","Staten Island","Playground","De Matti Playground","Hula Hoop Fitness","Community Based Event","Fitness","Summer 2020","0","Children;#Teens"
"Recreation",,"2020-08-05T13:00:00.000","Staten Island","Playground","De Matti Playground","Sports Drills","Community Based Event","Fitness","Summer 2020","2","Children;#Teens"
"Recreation",,"2020-07-24T15:30:00.000","Bronx","Park","Williamsbridge Oval Park","Youth Hangout","Community Based Event","Arts/Culture","Summer 2020","12","Children"
"Recreation","ASPCA","2018-07-26T20:30:00.000","Manhattan","Recreation Center","Tony Dapolito Recreation Center","Movies Under the Stars: Throwback Series - The Lion King","Community Based Event","Performance","Movies","172","Tot;#Children;#Young Adult;#Adults;#Teens;#Adaptive;#Seniors;#General Public"
"Recreation",,"2020-08-05T15:00:00.000","Staten Island","Playground","De Matti Playground","Hula Hoop Fitness","Community Based Event","Fitness","Summer 2020","0","Children;#Teens"
"Recreation",,"2020-07-29T00:00:00.000","Bronx","Park","Williamsbridge Oval Park","Fitness Challenge","Community Based Event","Fitness","Summer 2020","0","Children"
"Recreation","Carl Antoine","2020-07-28T10:00:00.000","Bronx","Park","Williamsbridge Oval Park","Pickleball","Community Based Event","Sport","Summer 2020","5","Adults;#Seniors"
"Recreation","Quiana Haynes","2020-07-23T15:30:00.000","Bronx","Park","Williamsbridge Oval Park","Sports","Community Based Event","Sport","Summer 2020","12","Children"
"Recreation","St James","2020-08-06T10:30:00.000","Bronx","Recreation Center","St. James Park","A Walk In The Park","Open House","Fitness","Summer 2020","2","Adults"
"Recreation",,"2020-07-23T10:00:00.000","Bronx","Park","Williamsbridge Oval Park","Pickleball","Community Based Event","Sport","Summer 2020","5","Adults;#Seniors"
"Recreation","Deirdra Lacy","2020-08-06T10:00:00.000","Brooklyn","Park","St. John's Park","Summer 2020 Outdoor Program","Agency Produced Event","Fitness","Summer 2020","4","Adults;#Seniors;#General Public"
"Recreation",,"2020-07-28T15:30:00.000","Bronx","Park","Williamsbridge Oval Park","Pickleball youth","Community Based Event","Sport","Summer 2020","4","Children"
"Recreation",,"2020-08-06T14:00:00.000","Bronx","Park","Poe Park","Art in the Park: Painting Hacks using Forks","Local Event","Arts/Culture","Summer 2020","7","Tot;#Young Adult;#Teens;#Children;#Adults"
"Recreation",,"2020-08-06T10:00:00.000","Bronx","Recreation Center","St. James Recreation Center","Toddlers Games","Community Based Event","Sport","Summer 2020","15","Tot;#Children"
"Recreation",,"2018-06-01T09:00:00.000","Bronx","Recreation Center","Owen Dolen Recreation Center","Owen Dolen Annual Awards Ceremony","Local Event","Performance","Awards","150","Young Adult;#Teens"
"Recreation",,"2020-08-06T11:00:00.000","Bronx","Park","Poe Park","Art in the Park: Painting Hacks using Forks","Local Event","Arts/Culture","Summer 2020","0","Tot;#Children;#Young Adult;#Adults;#Teens"
"Recreation",,"2020-08-06T15:00:00.000","Staten Island","Playground","De Matti Playground","Fit Kids","Community Based Event","Fitness","Summer 2020","4","Children;#Teens"
"Urban Park Rangers","General Public","2020-08-06T15:30:00.000","Manhattan","Playground","Payson Playground","Inwood Hill Corn Snake Show","Agency Produced Event","Nature","Summer 2020","15","Children;#Tot;#Adults;#General Public"
"Recreation",,"2020-08-06T11:00:00.000","Staten Island","Playground","De Matti Playground","Fit Kids","Community Based Event","Fitness","Summer 2020","0","Children;#Teens"
"Urban Park Rangers","General public","2020-08-06T15:50:00.000","Queens","Park","Baisley Pond Park","Nature Signing with the Rangers","Community Based Event","Nature","Summer 2020","20","General Public"
"Recreation",,"2020-08-06T13:00:00.000","Staten Island","Playground","De Matti Playground","Sports Drills","Community Based Event","Fitness","Summer 2020","2","Children;#Teens"
"Recreation","Arts, Culture, and Fun Mobile Van","2020-08-05T10:00:00.000","Bronx","Park","Van Cortlandt Park",,"Community Based Event","Arts/Culture","AC&F","11","Young Adult;#Adults"
"Recreation","Mauricio Cortez","2020-08-07T09:00:00.000","Brooklyn","Playground","Maria Hernandez","Youth Summer Pop Up Recreation","Local Event","Sport","Summer 2020","0","Tot;#Children"
"Recreation","Raoufa Ali","2020-08-05T10:30:00.000","Manhattan","Park","Hamilton Fish Park","KIM Outdoor Programming","Community Based Event","Sport","Summer 2020","6","Tot;#Children"
"Recreation","Yadiel Arce","2020-08-06T10:30:00.000","Manhattan","Playground","St. Nicholas Playground North","KIM Outdoor Programming","Community Based Event","Sport","Summer 2020","15","Tot;#Children"
"Recreation",,"2018-04-01T10:00:00.000","Bronx","Recreation Center","St. James Recreation Center","Toddler's Day","Local Event","Family Festival","Play","60","Tot"
"Urban Park Rangers","General Public","2020-08-06T14:45:00.000","Brooklyn","Park","Imagination Playground at Betsy Head","Nature art","Local Event","Nature","Summer 2020","11","General Public"
"Recreation","Daniel Colonna & Guy Ruffin","2020-08-06T10:30:00.000","Manhattan","Park","Thomas Jefferson Park","SSE Outdoor Programming","Community Based Event","Sport","Summer 2020","30","Tot;#Children;#Teens"
"Recreation","Ricardo Sanchez","2020-08-06T10:30:00.000","Manhattan","Park","Columbus Park","KIM Outdoor Programming","Community Based Event","Sport","Summer 2020","10","Tot;#Children"
,"PSA 7","2022-08-31T12:00:00.000","Bronx",,"Melrose Playground","Playmobile Back to School",,"Mobile Unit","Play","175",
"Recreation","Zuleika Diaz","2020-08-06T10:30:00.000","Manhattan","Park","Highbridge Park","KIM Outdoor Programming","Community Based Event","Sport","Summer 2020","8","Tot;#Children;#Teens;#Adults"
"Recreation","Jasmine Campbell","2020-08-06T10:30:00.000","Manhattan","Park","Marcus Garvey Park","KIM Outdoor Programming","Community Based Event","Sport","Summer 2020","10","Tot;#Children;#Teens"
"Recreation","Andrea Williams","2020-08-06T10:00:00.000","Brooklyn","Playground","Linden Park","Mobile Recreation","Community Based Event","Sport","Summer 2020","0","Children;#Teens"
"Recreation","Yadiel Arce","2020-07-31T10:30:00.000","Manhattan","Park","Carmansville Park","KIM Outdoor Programming","Community Based Event","Sport","Summer 2020","5","Tot;#Children"
"Recreation","Zuleika Diaz","2020-07-28T10:30:00.000","Manhattan","Park","Highbridge Park","KIM Outdoor Programming","Community Based Event","Sport","Summer 2020","2","Tot;#Teens"
"Recreation","Ricardo Sanchez","2020-07-29T10:30:00.000","Manhattan","Park","Hamilton Fish Park","KIM Outdoor Programming","Community Based Event","Sport","Summer 2020","1","Tot;#Children"
"Recreation","Zuleika Diaz","2020-07-30T10:30:00.000","Manhattan","Park","Highbridge Park","KIM Outdoor Programming","Community Based Event","Sport","Summer 2020","10","Tot;#Children;#Teens"
"Recreation",,"2018-06-01T10:00:00.000","Bronx","Recreation Center","Owen Dolen Recreation Center","Owen Dolen Annual Award Ceremony","Local Event","Performance","Awards","150","Tot;#Children;#Young Adult;#Adults;#Teens;#Seniors"
"Recreation","Andrea Williams","2020-08-07T10:00:00.000","Brooklyn","Playground","Linden Park","Mobile Recreation","Community Based Event","Sport","Summer 2020","0","Children;#Teens"
